,Company,Location,Salary,Search City,Summary,Title
153,    Paramind Consultancy,"Scottsdale, AZ 85255 (North Scottsdale area)",,Phoenix,"Data Scientist Experience in:. If you are interested, send me your resume to the e-mail below in the contact data.Data Scientist....",Data Scientist
154,        VEDICSOFT,"Scottsdale, AZ 85255 (North Scottsdale area)",,Phoenix,"Kotesh@vedicsoft.comHadoop, SPARK, Python, HIVE, Data SME,. Someone who is savvy in SPARK, Python and HIVE Able to operationalize already build algorithms...",Data Scientist
155,        SiteLock,"Scottsdale, AZ","$50,000 - $55,000 a year",Phoenix,"SiteLock delivers a patented 360-degree website security solution to find, fix and prevent malware and other threats from affecting websites and their visitors....",Web Security Research Analyst
156,        Mayo Clinic,"Phoenix, AZ 85054 (Desert View area)",,Phoenix,Research scientists also identify and evaluate candidates for open positions and mentor/train staff in development of technical and project development skills....,Research Fellow - Mathematical Modeling of Cancer Job
157,        Amazon Corporate LLC,"Tempe, AZ",,Phoenix,Do you want to join an innovative team of scientists who use machine learning and statistical techniques to keep Amazon the safest and most trusted place to...,Business Analyst II
158,        Treatment Assessment Screening Center (TASC),"Phoenix, AZ",,Phoenix,"Associate of Applied Science degree in Medical Laboratory Technology, chemical, Physical, Biological or relevant science and have an American Society of...",LCMS Technologist & Certification Scientist
159,        Phoenix Children's Hospital,"Phoenix, AZ 85002 (Central City area)",,Phoenix,"The MLS II has an understanding of the underlying scientific principles of laboratory testing as well as the technical, procedural, and problem-solving aspects....",Medical Lab Scientist II
160,    Arizona State University,"Tempe, AZ","$50,000 - $60,000 a year",Phoenix,Assistant Research Scientist*. Regular activities require ability to quickly change priorities which may include and/or are subject to resolution of conflicts....,ASSISTANT RESEARCH SCIENTIST
161,        State of Arizona,"Phoenix, AZ 85012 (Alhambra area)","$40,000 - $45,000 a year",Phoenix,"ADEQ administers a variety of programs to improve the health and welfare of our citizens and ensure the quality of Arizona’s air, land and water resources meets...",COMPLIANCE ASSISTANCE COORDINATOR
162,        Republic Services,"Phoenix, AZ 85067 (Alhambra area)",,Phoenix,"Proficiency with quantitative tools including Excel, MS SQL, SAS, R, or similar statistical software. Validates/Reconciles large quantities of data against...",Senior Pricing Analyst-Statistical
163,        Arizona State University,"Tempe, AZ",$16 an hour,Phoenix,"Levin Mathematical, Computational and Modeling Sciences Center (MCMSC) in the College of Liberal Arts and Sciences, brings together a community of quantitative...",Management Intern
164,        Phoenix Children's Hospital,"Phoenix, AZ 85002 (Central City area)",,Phoenix,"Plans, coordinates, and conducts scientific research requiring judgment in the independent evaluation, selection, and substantial adaption and modification of...",Research Scientist Trainee II
165,        CBRE,"Phoenix, AZ",,Phoenix,Reviews and evaluates data results collected by themselves and others within the research team to ensure accuracy and comprehensiveness of research data and...,Senior Research Analyst
166,    The Red Flag Group,"Phoenix, AZ",,Phoenix,Manage a team of two direct reports including a technical product manager and data scientist. Strategic oversight of the market requirements and overall product...,"Product Director, IntegraAnalytics®"
167,    The Red Flag Group,"Phoenix, AZ",,Phoenix,"Work closely with the Product Manager, Data Scientist and internal resources to ensure that technological developments align with content strategy....","Technical Product Manager, IntegraAnalytics®"
168,    ATC Group Services,"Tempe, AZ 85284",,Phoenix,"Must be willing to follow Health and Safety policies at all times. ATC is seeking a Staff Scientist in our Tempe, AZ office....","Staff Scientist-Tempe, AZ"
169,        Phoenix Children's Hospital,"Phoenix, AZ 85002 (Central City area)",,Phoenix,"Uses advanced clinical knowledge to conduct thorough physical assessments, including human response to illness, functional abilities, developmental stage,...",Physician Assistant - Neurosurgery
170,        CBRE,"Phoenix, AZ",,Phoenix,"Coordinates the handling of broker requests for data and research information. May have some coaching and training responsibilities, as well as project...",Senior Business Analyst - Research
171,        Infusionsoft,"Chandler, AZ",,Phoenix,"Work closely with developers, data scientists, system administrators, and product managers to understand the issues in our current email systems....","Software Engineer, Email Systems"
172,        WSP | Parsons Brinckerhoff,"Tempe, AZ",,Phoenix,"The successful candidate will support a range of community planning and multimodal transportation projects including development of land use plans, development...",Transportation Planner
173,        HDR,"Phoenix, AZ",,Phoenix,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",Senior Materials Manager
174,        Objectwin Technology Inc,"Chandler, AZ 85226",,Phoenix,Clinical Research Analyst - Budget*. Two years of research administration experience in research accounting or payment monitoring in a scientific or academic...,Clinical Research Analyst
175,        Mayo Clinic,"Phoenix, AZ 85054 (Desert View area)",,Phoenix,"Operational experience must include demonstrated ability to work collaboratively with multiple disciplines (i.e., physician, scientist, administrative,...",Operations Administrator-Radiology Job
176,        St Josephs Hospital & Med Center,"Phoenix, AZ 85013 (Alhambra area)",,Phoenix,Must have the ability to conceive new/innovative ideas or solutions using good logical and scientific problem solving skills....,Post Doctoral Fellow - Neurosurgery
177,        State of Arizona,"Phoenix, AZ 85012 (Alhambra area)","$56,700 a year",Phoenix,Public Health Scientist III. “ Promoting Health and Wellness for all Arizonans” is the motto of the Arizona Department of Health Services (ADHS)....,Public Health Scientist 3
178,        WSP | Parsons Brinckerhoff,"Tempe, AZ",,Phoenix,"Approximately 34,500 employees, including engineers, technicians, scientists, architects, planners, surveyors, program and construction management professionals...",Supervising Planner
179,        Carvana,"Phoenix, AZ",,Phoenix,"Additionally, the successful candidate will work directly with our team of Data Scientists, Engineers and Product Managers to leverage their expertise to build...",Fraud Risk Manager
180,    Paramind Consultancy,"Scottsdale, AZ 85253",$48 a day,Phoenix,"> Data Scientist. 5 Years minimum of experience Someone who is savvy in SPARK, Python and HIVE > Able to operationalize already build algorithms (example - the...",Datascientist
